Date,country_region,retail_recreation_change,grocery_pharmacy_change,parks_change,transit_change,workplaces_change,residential_change
2020-03-01,United Arab Emirates,3.0,10.0,2.0,-1.0,4.0,1.0
2020-03-02,United Arab Emirates,0.0,7.0,1.0,-2.0,4.0,1.0
2020-03-03,United Arab Emirates,0.0,6.0,0.0,-5.0,4.0,1.0
2020-03-04,United Arab Emirates,-1.0,7.0,-2.0,-5.0,3.0,2.0
2020-03-05,United Arab Emirates,-3.0,6.0,-2.0,-5.0,3.0,2.0
2020-03-06,United Arab Emirates,-7.0,5.0,-8.0,-9.0,0.0,3.0
2020-03-07,United Arab Emirates,-3.0,6.0,1.0,-8.0,4.0,2.0
2020-03-08,United Arab Emirates,1.0,8.0,6.0,-9.0,-1.0,3.0
2020-03-09,United Arab Emirates,-3.0,4.0,4.0,-10.0,-1.0,4.0
2020-03-10,United Arab Emirates,-4.0,6.0,3.0,-11.0,-2.0,4.0
2020-03-11,United Arab Emirates,-4.0,5.0,0.0,-12.0,-2.0,4.0
2020-03-12,United Arab Emirates,-8.0,6.0,-6.0,-15.0,-3.0,5.0
2020-03-13,United Arab Emirates,-16.0,3.0,-15.0,-20.0,-2.0,5.0
2020-03-14,United Arab Emirates,-12.0,4.0,-12.0,-17.0,2.0,4.0
2020-03-15,United Arab Emirates,-6.0,11.0,-11.0,-15.0,-4.0,5.0
2020-03-16,United Arab Emirates,-11.0,8.0,-14.0,-17.0,-6.0,6.0
2020-03-17,United Arab Emirates,-16.0,5.0,-18.0,-22.0,-9.0,7.0
2020-03-18,United Arab Emirates,-19.0,2.0,-19.0,-25.0,-11.0,9.0
2020-03-19,United Arab Emirates,-24.0,-1.0,-26.0,-31.0,-12.0,11.0
2020-03-20,United Arab Emirates,-37.0,-11.0,-45.0,-44.0,-12.0,11.0
2020-03-21,United Arab Emirates,-32.0,-12.0,-37.0,-42.0,-8.0,10.0
2020-03-22,United Arab Emirates,-30.0,-13.0,-36.0,-45.0,-17.0,13.0
2020-03-23,United Arab Emirates,-27.0,14.0,-38.0,-46.0,-20.0,14.0
2020-03-24,United Arab Emirates,-39.0,-6.0,-43.0,-53.0,-28.0,17.0
2020-03-25,United Arab Emirates,-50.0,-18.0,-47.0,-60.0,-35.0,21.0
2020-03-26,United Arab Emirates,-55.0,-13.0,-54.0,-67.0,-40.0,25.0
2020-03-27,United Arab Emirates,-80.0,-60.0,-80.0,-84.0,-52.0,25.0
2020-03-28,United Arab Emirates,-72.0,-47.0,-68.0,-80.0,-56.0,28.0
2020-03-29,United Arab Emirates,-55.0,-26.0,-53.0,-69.0,-45.0,26.0
2020-03-30,United Arab Emirates,-57.0,-27.0,-53.0,-69.0,-46.0,25.0
2020-03-31,United Arab Emirates,-56.0,-26.0,-53.0,-69.0,-46.0,25.0
2020-04-01,United Arab Emirates,-56.0,-24.0,-53.0,-70.0,-46.0,25.0
2020-04-02,United Arab Emirates,-58.0,-25.0,-56.0,-71.0,-47.0,28.0
2020-04-03,United Arab Emirates,-69.0,-39.0,-75.0,-79.0,-44.0,22.0
2020-04-04,United Arab Emirates,-58.0,-27.0,-58.0,-72.0,-37.0,21.0
2020-04-05,United Arab Emirates,-61.0,-30.0,-58.0,-79.0,-57.0,31.0
2020-04-06,United Arab Emirates,-63.0,-32.0,-58.0,-78.0,-56.0,30.0
2020-04-07,United Arab Emirates,-63.0,-30.0,-73.0,-78.0,-55.0,30.0
2020-04-08,United Arab Emirates,-63.0,-30.0,-74.0,-78.0,-55.0,30.0
2020-04-09,United Arab Emirates,-64.0,-31.0,-76.0,-79.0,-55.0,33.0
2020-04-10,United Arab Emirates,-74.0,-46.0,-86.0,-84.0,-49.0,23.0
2020-04-11,United Arab Emirates,-64.0,-32.0,-77.0,-79.0,-45.0,24.0
2020-04-12,United Arab Emirates,-60.0,-28.0,-74.0,-79.0,-55.0,30.0
2020-04-13,United Arab Emirates,-62.0,-30.0,-73.0,-78.0,-55.0,30.0
2020-04-14,United Arab Emirates,-62.0,-31.0,-74.0,-78.0,-55.0,30.0
2020-04-15,United Arab Emirates,-63.0,-32.0,-74.0,-78.0,-56.0,31.0
2020-04-16,United Arab Emirates,-63.0,-32.0,-74.0,-79.0,-55.0,34.0
2020-04-17,United Arab Emirates,-73.0,-45.0,-85.0,-84.0,-48.0,23.0
2020-04-18,United Arab Emirates,-66.0,-39.0,-78.0,-78.0,-45.0,24.0
2020-04-19,United Arab Emirates,-62.0,-35.0,-74.0,-78.0,-54.0,30.0
2020-04-20,United Arab Emirates,-63.0,-37.0,-74.0,-78.0,-55.0,30.0
2020-04-21,United Arab Emirates,-63.0,-35.0,-74.0,-78.0,-55.0,30.0
2020-04-22,United Arab Emirates,-62.0,-33.0,-75.0,-77.0,-55.0,30.0
2020-04-23,United Arab Emirates,-62.0,-29.0,-76.0,-77.0,-55.0,32.0
2020-04-24,United Arab Emirates,-72.0,-40.0,-86.0,-80.0,-47.0,24.0
2020-04-25,United Arab Emirates,-62.0,-32.0,-77.0,-74.0,-41.0,25.0
2020-04-26,United Arab Emirates,-56.0,-26.0,-73.0,-69.0,-49.0,30.0
2020-04-27,United Arab Emirates,-57.0,-28.0,-73.0,-68.0,-48.0,30.0
2020-04-28,United Arab Emirates,-56.0,-26.0,-72.0,-67.0,-48.0,28.0
2020-04-29,United Arab Emirates,-55.0,-24.0,-72.0,-67.0,-47.0,29.0
2020-04-30,United Arab Emirates,-57.0,-26.0,-71.0,-66.0,-47.0,31.0
2020-05-01,United Arab Emirates,-66.0,-36.0,-83.0,-73.0,-41.0,22.0
2020-05-02,United Arab Emirates,-56.0,-26.0,-72.0,-66.0,-34.0,22.0
2020-05-03,United Arab Emirates,-51.0,-22.0,-68.0,-65.0,-45.0,27.0
2020-05-04,United Arab Emirates,-52.0,-24.0,-68.0,-65.0,-45.0,28.0
2020-05-05,United Arab Emirates,-53.0,-23.0,-68.0,-64.0,-45.0,27.0
2020-05-06,United Arab Emirates,-51.0,-20.0,-67.0,-62.0,-44.0,28.0
2020-05-07,United Arab Emirates,-53.0,-23.0,-68.0,-63.0,-44.0,30.0
2020-05-08,United Arab Emirates,-63.0,-35.0,-81.0,-72.0,-38.0,21.0
2020-05-09,United Arab Emirates,-53.0,-25.0,-70.0,-63.0,-31.0,22.0
2020-05-10,United Arab Emirates,-48.0,-19.0,-66.0,-61.0,-42.0,27.0
2020-05-11,United Arab Emirates,-51.0,-22.0,-66.0,-61.0,-43.0,28.0
2020-05-12,United Arab Emirates,-50.0,-20.0,-66.0,-61.0,-43.0,28.0
2020-05-13,United Arab Emirates,-51.0,-21.0,-66.0,-61.0,-43.0,28.0
2020-05-14,United Arab Emirates,-53.0,-20.0,-67.0,-61.0,-43.0,29.0
2020-05-15,United Arab Emirates,-62.0,-32.0,-80.0,-70.0,-35.0,21.0
2020-05-16,United Arab Emirates,-51.0,-21.0,-68.0,-61.0,-29.0,21.0
2020-05-17,United Arab Emirates,-47.0,-16.0,-64.0,-60.0,-41.0,27.0
2020-05-18,United Arab Emirates,-48.0,-18.0,-64.0,-59.0,-42.0,27.0
2020-05-19,United Arab Emirates,-49.0,-19.0,-65.0,-60.0,-42.0,27.0
2020-05-20,United Arab Emirates,-53.0,-22.0,-67.0,-61.0,-44.0,28.0
2020-05-21,United Arab Emirates,-53.0,-20.0,-69.0,-61.0,-43.0,30.0
2020-05-22,United Arab Emirates,-59.0,-27.0,-81.0,-69.0,-33.0,21.0
2020-05-23,United Arab Emirates,-52.0,-17.0,-73.0,-66.0,-47.0,25.0
2020-05-24,United Arab Emirates,-56.0,-31.0,-68.0,-72.0,-77.0,36.0
2020-05-25,United Arab Emirates,-52.0,-23.0,-65.0,-69.0,-73.0,34.0
2020-05-26,United Arab Emirates,-50.0,-23.0,-66.0,-66.0,-63.0,31.0
2020-05-27,United Arab Emirates,-44.0,-18.0,-63.0,-55.0,-38.0,23.0
2020-05-28,United Arab Emirates,-46.0,-19.0,-64.0,-56.0,-37.0,25.0
2020-05-29,United Arab Emirates,-55.0,-29.0,-73.0,-64.0,-29.0,19.0
2020-05-30,United Arab Emirates,-42.0,-17.0,-62.0,-55.0,-20.0,16.0
2020-05-31,United Arab Emirates,-35.0,-9.0,-58.0,-52.0,-32.0,20.0
2020-06-01,United Arab Emirates,-37.0,-10.0,-57.0,-51.0,-32.0,20.0
2020-06-02,United Arab Emirates,-38.0,-12.0,-58.0,-52.0,-32.0,21.0
2020-06-03,United Arab Emirates,-38.0,-12.0,-57.0,-51.0,-32.0,21.0
2020-06-04,United Arab Emirates,-41.0,-14.0,-60.0,-52.0,-31.0,23.0
2020-06-05,United Arab Emirates,-49.0,-23.0,-68.0,-61.0,-26.0,17.0
2020-06-06,United Arab Emirates,-39.0,-15.0,-60.0,-54.0,-18.0,16.0
2020-06-07,United Arab Emirates,-35.0,-9.0,-56.0,-51.0,-30.0,20.0
2020-06-08,United Arab Emirates,-37.0,-13.0,-56.0,-50.0,-29.0,20.0
2020-06-09,United Arab Emirates,-39.0,-14.0,-57.0,-52.0,-29.0,20.0
2020-06-10,United Arab Emirates,-38.0,-13.0,-56.0,-52.0,-30.0,20.0
2020-06-11,United Arab Emirates,-40.0,-13.0,-57.0,-52.0,-29.0,22.0
2020-06-12,United Arab Emirates,-48.0,-23.0,-66.0,-60.0,-23.0,16.0
2020-06-13,United Arab Emirates,-38.0,-15.0,-57.0,-53.0,-16.0,15.0
2020-06-14,United Arab Emirates,-34.0,-10.0,-54.0,-50.0,-28.0,19.0
2020-06-15,United Arab Emirates,-36.0,-13.0,-53.0,-50.0,-27.0,19.0
2020-06-16,United Arab Emirates,-36.0,-12.0,-53.0,-50.0,-27.0,19.0
2020-06-17,United Arab Emirates,-37.0,-12.0,-54.0,-50.0,-27.0,19.0
2020-06-18,United Arab Emirates,-39.0,-14.0,-56.0,-51.0,-27.0,20.0
2020-06-19,United Arab Emirates,-46.0,-22.0,-66.0,-58.0,-21.0,16.0
2020-06-20,United Arab Emirates,-37.0,-15.0,-57.0,-52.0,-15.0,14.0
2020-06-21,United Arab Emirates,-33.0,-11.0,-52.0,-50.0,-27.0,18.0
2020-06-22,United Arab Emirates,-35.0,-13.0,-51.0,-48.0,-27.0,18.0
2020-06-23,United Arab Emirates,-34.0,-12.0,-51.0,-48.0,-27.0,18.0
2020-06-24,United Arab Emirates,-35.0,-12.0,-52.0,-48.0,-26.0,18.0
2020-06-25,United Arab Emirates,-33.0,-10.0,-53.0,-47.0,-25.0,19.0
2020-06-26,United Arab Emirates,-40.0,-18.0,-62.0,-54.0,-18.0,14.0
2020-06-27,United Arab Emirates,-32.0,-11.0,-55.0,-48.0,-14.0,13.0
2020-06-28,United Arab Emirates,-28.0,-7.0,-51.0,-47.0,-24.0,16.0
2020-06-29,United Arab Emirates,-29.0,-8.0,-49.0,-46.0,-24.0,16.0
2020-06-30,United Arab Emirates,-28.0,-6.0,-46.0,-47.0,-24.0,15.0
2020-07-01,United Arab Emirates,-28.0,-6.0,-47.0,-47.0,-24.0,15.0
2020-07-02,United Arab Emirates,-29.0,-5.0,-48.0,-47.0,-24.0,17.0
2020-07-03,United Arab Emirates,-36.0,-14.0,-58.0,-54.0,-17.0,13.0
2020-07-04,United Arab Emirates,-29.0,-8.0,-50.0,-49.0,-12.0,11.0
2020-07-05,United Arab Emirates,-24.0,-3.0,-45.0,-47.0,-24.0,14.0
2020-07-06,United Arab Emirates,-27.0,-6.0,-45.0,-46.0,-23.0,15.0
2020-07-07,United Arab Emirates,-27.0,-5.0,-45.0,-45.0,-24.0,15.0
2020-07-08,United Arab Emirates,-29.0,-8.0,-46.0,-47.0,-23.0,15.0
2020-07-09,United Arab Emirates,-29.0,-7.0,-48.0,-46.0,-24.0,16.0
2020-07-10,United Arab Emirates,-35.0,-14.0,-58.0,-54.0,-15.0,12.0
2020-07-11,United Arab Emirates,-28.0,-8.0,-50.0,-49.0,-11.0,11.0
2020-07-12,United Arab Emirates,-24.0,-4.0,-44.0,-45.0,-23.0,14.0
2020-07-13,United Arab Emirates,-26.0,-7.0,-45.0,-45.0,-23.0,14.0
2020-07-14,United Arab Emirates,-27.0,-7.0,-45.0,-46.0,-24.0,14.0
2020-07-15,United Arab Emirates,-26.0,-7.0,-43.0,-46.0,-23.0,14.0
2020-07-16,United Arab Emirates,-28.0,-6.0,-46.0,-46.0,-22.0,15.0
2020-07-17,United Arab Emirates,-34.0,-14.0,-56.0,-54.0,-15.0,12.0
2020-07-18,United Arab Emirates,-28.0,-9.0,-48.0,-49.0,-11.0,11.0
2020-07-19,United Arab Emirates,-23.0,-4.0,-42.0,-45.0,-22.0,13.0
2020-07-20,United Arab Emirates,-25.0,-7.0,-42.0,-45.0,-22.0,13.0
2020-07-21,United Arab Emirates,-27.0,-9.0,-44.0,-46.0,-23.0,13.0
2020-07-22,United Arab Emirates,-27.0,-9.0,-44.0,-45.0,-22.0,13.0
2020-07-23,United Arab Emirates,-27.0,-7.0,-45.0,-45.0,-22.0,14.0
2020-07-24,United Arab Emirates,-33.0,-15.0,-55.0,-52.0,-13.0,12.0
2020-07-25,United Arab Emirates,-25.0,-8.0,-46.0,-46.0,-11.0,10.0
2020-07-26,United Arab Emirates,-21.0,-3.0,-41.0,-43.0,-22.0,12.0
2020-07-27,United Arab Emirates,-21.0,-3.0,-41.0,-43.0,-22.0,12.0
2020-07-28,United Arab Emirates,-19.0,0.0,-42.0,-43.0,-22.0,11.0
2020-07-29,United Arab Emirates,-12.0,11.0,-39.0,-39.0,-22.0,9.0
2020-07-30,United Arab Emirates,-21.0,13.0,-46.0,-51.0,-58.0,26.0
2020-07-31,United Arab Emirates,-31.0,-15.0,-46.0,-47.0,-22.0,9.0
