Date,country_region,retail_recreation_change,grocery_pharmacy_change,parks_change,transit_change,workplaces_change,residential_change,mobility_drop_retail,mobility_drop_transit,mobility_drop_workplace,residential_increase,grocery_spike,severe_lockdown_behavior,partial_restrictions,num_posts,avg_compound,neg_fraction,pos_fraction,high_negative_sentiment,high_positive_sentiment,sentiment_shift_detected,sentiment_improved,sentiment_worsened,sentiment_volatility,fear_keywords_present,anger_mentioned,sadness_keywords_present,anxiety_keywords_present,dominant_emotion_fear,dominant_emotion,mixed_emotions,covid_topic_detected,lockdown_mentioned,vaccine_mentioned,health_concern,compliance_discussed,policy_governance_discussion,solidarity_messages,weekend,emotion_with_mobility_signal,emotion_mobility_mismatch,calm_mobile_baseline,dominant_emotion_fear_lag1,dominant_emotion_fear_lag3,dominant_emotion_fear_lag7,high_negative_sentiment_lag1,high_negative_sentiment_lag3,high_negative_sentiment_lag7,high_positive_sentiment_lag1,high_positive_sentiment_lag3,high_positive_sentiment_lag7,solidarity_messages_lag1,solidarity_messages_lag3,solidarity_messages_lag7,compliance_discussed_lag1,compliance_discussed_lag3,compliance_discussed_lag7,health_concern_lag1,health_concern_lag3,health_concern_lag7,sentiment_shift_detected_lag1,sentiment_shift_detected_lag3,sentiment_shift_detected_lag7,sentiment_worsened_lag1,sentiment_worsened_lag3,sentiment_worsened_lag7,sentiment_improved_lag1,sentiment_improved_lag3,sentiment_improved_lag7,lockdown_mentioned_lag1,lockdown_mentioned_lag3,lockdown_mentioned_lag7,vaccine_mentioned_lag1,vaccine_mentioned_lag3,vaccine_mentioned_lag7,policy_governance_discussion_lag1,policy_governance_discussion_lag3,policy_governance_discussion_lag7,fear_keywords_present_lag1,fear_keywords_present_lag3,fear_keywords_present_lag7,anxiety_keywords_present_lag1,anxiety_keywords_present_lag3,anxiety_keywords_present_lag7,grocery_spike_lead2,grocery_spike_lead7,mobility_drop_retail_lead2,mobility_drop_retail_lead7,mobility_drop_transit_lead2,mobility_drop_transit_lead7,mobility_drop_workplace_lead2,mobility_drop_workplace_lead7,residential_increase_lead2,residential_increase_lead7,severe_lockdown_behavior_lead2,severe_lockdown_behavior_lead7,partial_restrictions_lead2,partial_restrictions_lead7,sentiment_shift_detected_lead2,sentiment_shift_detected_lead7,sentiment_worsened_lead2,sentiment_worsened_lead7,sentiment_improved_lead2,sentiment_improved_lead7,high_negative_sentiment_lead2,high_negative_sentiment_lead7,high_positive_sentiment_lead2,high_positive_sentiment_lead7,solidarity_messages_lead2,solidarity_messages_lead7,compliance_discussed_lead2,compliance_discussed_lead7,vaccine_mentioned_lead2,vaccine_mentioned_lead7,health_concern_lead2,health_concern_lead7
2021-01-22,United Arab Emirates,-24.0,-7.0,-24.0,-37.0,-17.0,6.0,0,1,0,0,0,0,1,7.0,0.4942714285714285,0.1428571428571428,0.7142857142857143,0.0,1.0,0.0,0.0,0.0,0.4728829988614995,0.0,0.0,0.0,0.0,1.0,fear,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2021-01-23,United Arab Emirates,-22.0,-7.0,-32.0,-36.0,-16.0,6.0,0,1,0,0,0,0,1,5.0,0.0402,0.2,0.2,0.0,0.0,1.0,0.0,1.0,0.468116784574106,0.0,0.0,0.0,0.0,1.0,fear,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1
2021-01-24,United Arab Emirates,-19.0,-3.0,-28.0,-34.0,-23.0,9.0,0,1,0,1,0,0,1,2.0,-0.0774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0774,0.0,0.0,0.0,0.0,1.0,fear,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
2021-01-25,United Arab Emirates,-22.0,-6.0,-31.0,-35.0,-24.0,9.0,0,1,0,1,0,0,1,4.0,0.149975,0.0,0.25,0.0,0.0,1.0,1.0,0.0,0.1220361498696185,0.0,0.0,0.0,0.0,1.0,fear,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1
2021-01-26,United Arab Emirates,-21.0,-6.0,-31.0,-36.0,-25.0,9.0,0,1,0,1,0,0,1,9.0,0.1609333333333333,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.3341198221530048,0.0,0.0,1.0,0.0,0.0,sadness,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0
2021-01-27,United Arab Emirates,-20.0,-3.0,-32.0,-35.0,-24.0,9.0,0,1,0,1,0,0,1,4.0,0.42545,0.0,0.5,0.0,1.0,1.0,1.0,0.0,0.4377797477042536,0.0,0.0,1.0,0.0,0.0,sadness,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1
2021-01-28,United Arab Emirates,-18.0,0.0,-28.0,-34.0,-24.0,9.0,0,1,0,1,0,0,1,7.0,0.3002142857142857,0.0,0.4285714285714285,0.0,1.0,0.0,0.0,0.0,0.3584288270795649,0.0,0.0,0.0,0.0,1.0,fear,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0
2021-01-29,United Arab Emirates,-20.0,0.0,-25.0,-35.0,-16.0,5.0,0,1,0,0,0,0,1,4.0,0.17995,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1804993282535976,0.0,1.0,0.0,0.0,0.0,anger,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1
2021-01-30,United Arab Emirates,-16.0,1.0,-29.0,-34.0,-15.0,5.0,0,1,0,0,0,0,1,3.0,-0.1858,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,1.0,0.262760879888921,0.0,0.0,0.0,0.0,1.0,fear,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1
2021-01-31,United Arab Emirates,-14.0,6.0,-29.0,-33.0,-22.0,7.0,0,1,0,0,0,0,1,7.0,0.2289285714285714,0.1428571428571428,0.4285714285714285,0.0,0.0,1.0,1.0,0.0,0.4197252561048059,0.0,0.0,0.0,0.0,1.0,fear,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0
2021-02-01,United Arab Emirates,-16.0,3.0,-31.0,-35.0,-24.0,8.0,0,1,0,0,0,0,1,5.0,0.41972,0.0,0.4,0.0,1.0,0.0,0.0,0.0,0.4358438683749032,0.0,0.0,0.0,0.0,1.0,fear,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0
2021-02-02,United Arab Emirates,-16.0,3.0,-30.0,-36.0,-24.0,8.0,0,1,0,0,0,0,1,8.0,0.3073,0.0,0.375,0.0,1.0,0.0,0.0,0.0,0.3596498470735112,0.0,0.0,0.0,0.0,1.0,fear,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1
2021-02-03,United Arab Emirates,-19.0,-2.0,-33.0,-38.0,-24.0,8.0,0,1,0,0,0,0,1,4.0,0.658325,0.0,0.75,0.0,1.0,1.0,1.0,0.0,0.3945881864361881,0.0,0.0,0.0,0.0,1.0,fear,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
2021-02-04,United Arab Emirates,-21.0,-3.0,-31.0,-38.0,-25.0,9.0,0,1,0,1,0,0,1,3.0,0.3101666666666666,0.0,0.6666666666666666,0.0,1.0,1.0,0.0,1.0,0.2222109858270338,0.0,0.0,0.0,0.0,1.0,fear,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1
2021-02-05,United Arab Emirates,-23.0,-3.0,-26.0,-38.0,-18.0,5.0,0,1,0,0,0,0,1,2.0,-0.2427,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.2427,0.0,0.0,0.0,0.0,1.0,fear,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
2021-02-06,United Arab Emirates,-21.0,-4.0,-30.0,-38.0,-16.0,5.0,0,1,0,0,0,0,1,12.0,0.3244333333333333,0.1666666666666666,0.4166666666666667,0.0,1.0,1.0,1.0,0.0,0.4916957296495014,0.0,0.0,1.0,0.0,0.0,sadness,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-02-07,United Arab Emirates,-18.0,-2.0,-29.0,-37.0,-24.0,8.0,0,1,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,fear,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1
2021-02-08,United Arab Emirates,-19.0,-3.0,-32.0,-37.0,-25.0,8.0,0,1,0,0,0,0,1,6.0,0.0634166666666666,0.1666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.5576679311103417,0.0,0.0,0.0,0.0,1.0,fear,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0
2021-02-09,United Arab Emirates,-18.0,1.0,-30.0,-36.0,-25.0,8.0,0,1,0,0,0,0,1,7.0,0.3591285714285714,0.0,0.5714285714285714,0.0,1.0,1.0,1.0,0.0,0.2828475395195173,0.0,0.0,0.0,0.0,1.0,fear,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1
2021-02-10,United Arab Emirates,-18.0,1.0,-31.0,-35.0,-24.0,8.0,0,1,0,0,0,0,1,7.0,0.2470857142857143,0.2857142857142857,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.6748781063031657,0.0,0.0,0.0,0.0,1.0,fear,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1
2021-02-11,United Arab Emirates,-18.0,1.0,-28.0,-35.0,-24.0,9.0,0,1,0,1,0,0,1,7.0,0.3079428571428572,0.1428571428571428,0.4285714285714285,0.0,1.0,0.0,0.0,0.0,0.5833327789696102,0.0,0.0,0.0,0.0,1.0,fear,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2021-02-12,United Arab Emirates,-20.0,-1.0,-24.0,-35.0,-16.0,5.0,0,1,0,0,0,0,1,3.0,0.3119333333333333,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.4411403505562474,0.0,0.0,0.0,0.0,1.0,fear,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
2021-02-13,United Arab Emirates,-16.0,0.0,-28.0,-34.0,-15.0,5.0,0,1,0,0,0,0,1,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,fear,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0
2021-02-14,United Arab Emirates,-9.0,7.0,-23.0,-32.0,-22.0,8.0,0,1,0,0,0,0,1,3.0,-0.2471999999999999,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,1.0,0.4795348371077955,0.0,0.0,0.0,0.0,1.0,fear,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1
2021-02-15,United Arab Emirates,-16.0,1.0,-29.0,-34.0,-24.0,8.0,0,1,0,0,0,0,1,6.0,-0.0771,0.3333333333333333,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.6208318183426704,0.0,0.0,0.0,1.0,0.0,anxiety,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0
2021-02-16,United Arab Emirates,-16.0,2.0,-26.0,-35.0,-24.0,8.0,0,1,0,0,0,0,1,5.0,0.1786,0.2,0.6,0.0,0.0,1.0,1.0,0.0,0.5065625528994421,0.0,0.0,0.0,0.0,1.0,fear,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1
2021-02-17,United Arab Emirates,-15.0,4.0,-27.0,-33.0,-23.0,8.0,0,1,0,0,0,0,1,6.0,0.2790333333333333,0.1666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.5585448315837225,0.0,0.0,0.0,0.0,1.0,fear,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
2021-02-18,United Arab Emirates,-16.0,4.0,-24.0,-32.0,-23.0,9.0,0,1,0,1,0,0,1,3.0,0.0257333333333333,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0363924290050676,0.0,0.0,0.0,0.0,1.0,fear,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1
2021-02-19,United Arab Emirates,-19.0,2.0,-20.0,-33.0,-14.0,5.0,0,1,0,0,0,0,1,2.0,0.08805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08805,0.0,0.0,0.0,0.0,1.0,fear,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2021-02-20,United Arab Emirates,-16.0,3.0,-25.0,-32.0,-13.0,5.0,0,1,0,0,0,0,1,3.0,0.5829666666666666,0.0,0.6666666666666666,0.0,1.0,1.0,1.0,0.0,0.2626768906639655,0.0,0.0,0.0,0.0,1.0,fear,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0
2021-02-21,United Arab Emirates,-12.0,6.0,-23.0,-30.0,-21.0,7.0,0,0,0,0,0,0,0,3.0,0.4967333333333333,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0.3610008433354261,0.0,0.0,0.0,0.0,1.0,fear,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1
2021-02-22,United Arab Emirates,-16.0,2.0,-28.0,-33.0,-21.0,8.0,0,1,0,0,0,0,1,5.0,-0.1230199999999999,0.6,0.2,0.0,0.0,1.0,0.0,1.0,0.5390106321771398,0.0,0.0,0.0,0.0,1.0,fear,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1
2021-02-23,United Arab Emirates,-16.0,2.0,-27.0,-33.0,-21.0,8.0,0,1,0,0,0,0,1,5.0,0.391,0.0,0.4,0.0,1.0,1.0,1.0,0.0,0.478878519042147,0.0,0.0,0.0,0.0,1.0,fear,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0
2021-02-24,United Arab Emirates,-15.0,3.0,-28.0,-33.0,-21.0,8.0,0,1,0,0,0,0,1,5.0,0.26758,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.6396664143129605,0.0,0.0,0.0,0.0,1.0,fear,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
2021-02-25,United Arab Emirates,-13.0,6.0,-24.0,-31.0,-21.0,8.0,0,1,0,0,0,0,1,3.0,0.574,0.0,0.6666666666666666,0.0,1.0,1.0,1.0,0.0,0.4150044176471699,1.0,0.0,0.0,0.0,1.0,fear,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1
2021-02-26,United Arab Emirates,-16.0,5.0,-21.0,-32.0,-13.0,5.0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0
2021-02-27,United Arab Emirates,-12.0,8.0,-25.0,-30.0,-12.0,4.0,0,0,0,0,0,0,0,5.0,0.51816,0.0,0.6,0.0,1.0,0.0,0.0,0.0,0.4309854271318231,0.0,0.0,0.0,0.0,1.0,fear,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1
2021-02-28,United Arab Emirates,-8.0,14.0,-23.0,-27.0,-19.0,6.0,0,0,0,0,1,0,0,6.0,0.3692166666666667,0.1666666666666666,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0.3962609847758868,0.0,0.0,0.0,0.0,1.0,fear,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-03-01,United Arab Emirates,-11.0,11.0,-26.0,-29.0,-20.0,7.0,0,0,0,0,1,0,0,4.0,-0.088725,0.25,0.0,0.0,0.0,1.0,0.0,1.0,0.1536762079015486,0.0,0.0,0.0,0.0,1.0,fear,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1
