premise,conclusion,support,support_pct,confidence,lift,leverage,cross_domain
"mobility_drop_workplace, dominant_emotion_fear_lag3",mobility_drop_workplace_lead2,96,14.61187214611872,79.16666666666666,4.860981308411215,0.09188020822473815,True
"mobility_drop_workplace, dominant_emotion_fear_lag7",mobility_drop_workplace_lead2,94,14.30745814307458,79.7872340425532,4.899085305229668,0.09085391139560152,True
"mobility_drop_workplace, health_concern_lag1",lockdown_mentioned_lag1,67,10.197869101978691,76.11940298507463,2.3701634010044565,0.044874423432001466,True
"mobility_drop_workplace, health_concern_lag1",mobility_drop_workplace_lead2,67,10.197869101978691,82.08955223880598,5.040451945878087,0.06710544910332238,True
"mobility_drop_workplace, health_concern_lag1",mobility_drop_workplace_lead7,67,10.197869101978691,83.5820895522388,5.132096526712234,0.06862751911854308,True
"mobility_drop_workplace, health_concern_lag3",mobility_drop_workplace_lead2,66,10.045662100456621,84.84848484848484,5.2098555649957525,0.0688754057115851,True
"mobility_drop_workplace, health_concern_lag3",mobility_drop_workplace_lead7,66,10.045662100456621,78.78787878787878,4.837723024638913,0.0627871256507023,True
"mobility_drop_workplace, health_concern_lag7",mobility_drop_workplace_lead2,73,11.11111111111111,80.82191780821918,4.962616822429907,0.07170640960595298,True
"mobility_drop_workplace, health_concern_lag7",mobility_drop_workplace_lead7,73,11.11111111111111,76.71232876712328,4.710280373831775,0.06714019956029088,True
"mobility_drop_workplace, lockdown_mentioned_lag1",mobility_drop_workplace_lead2,69,10.50228310502283,82.6086956521739,5.0723283218203985,0.0696538159476797,True
"mobility_drop_workplace, lockdown_mentioned_lag1",mobility_drop_workplace_lead7,69,10.50228310502283,85.5072463768116,5.250304754164974,0.0726979559781211,True
"mobility_drop_workplace, lockdown_mentioned_lag3",mobility_drop_workplace_lead2,66,10.045662100456621,84.84848484848484,5.2098555649957525,0.0688754057115851,True
"mobility_drop_workplace, lockdown_mentioned_lag3",mobility_drop_workplace_lead7,66,10.045662100456621,86.36363636363636,5.302888700084962,0.0703974757268058,True
"mobility_drop_workplace, lockdown_mentioned_lag7",mobility_drop_workplace_lead2,66,10.045662100456621,86.36363636363636,5.302888700084962,0.0703974757268058,True
"mobility_drop_workplace, lockdown_mentioned_lag7",mobility_drop_workplace_lead7,66,10.045662100456621,86.36363636363636,5.302888700084962,0.0703974757268058,True
"mobility_drop_workplace, mobility_drop_retail_lead2",mobility_drop_workplace_lead2,87,13.24200913242009,90.80459770114942,5.575572027070577,0.09867739760777854,False
